order_amount,product_category,payment_method,return_reason,past_returns,past_returns.1,past_returns.2,delivery_delay_days,refund_type,is_fraud,risk
313.98,Clothing,Gift Card,Not as described,0.0,Returned,-52.0,0.0,Instant,0,Low
248.1,Books,Gift Card,Wrong item,0.0,Returned,254.0,0.0,Instant,0,Low
214.73,Toys,Debit Card,Changed mind,1.0,Returned,54.0,0.0,Instant,0,Low
387.74,Home,Credit Card,Changed mind,0.0,Returned,-178.0,0.0,Instant,0,Low
265.85,Clothing,Gift Card,Not as described,1.0,Returned,-527.0,0.0,Instant,0,Low
282.86,Books,PayPal,Used then returned,3.0,Returned,25.0,0.0,Instant,1,High
252.4,Electronics,Gift Card,,0.0,Not Returned,,0.0,Instant,0,Low
436.31,Books,PayPal,Used then returned,6.0,Not Returned,,0.0,Instant,1,High
242.03,Toys,PayPal,,1.0,Not Returned,,0.0,Instant,0,Low
226.82,Books,Debit Card,Item Damaged,6.0,Not Returned,,0.0,Instant,1,High
484.09,Home,Gift Card,Not Delivered,6.0,Not Returned,,0.0,Instant,1,High
493.12,Toys,Credit Card,Not as described,1.0,Returned,27.0,0.0,Instant,0,Low
134.61,Home,PayPal,Used then returned,3.0,Not Returned,,0.0,Instant,1,High
427.34,Clothing,Credit Card,,0.0,Not Returned,,0.0,Instant,0,Low
432.99,Toys,Debit Card,Defective,1.0,Returned,196.0,0.0,Instant,0,Low
473.15,Books,Debit Card,Used then returned,4.0,Returned,218.0,0.0,Instant,1,High
395.95,Home,Credit Card,,0.0,Not Returned,,0.0,Instant,0,Low
216.98,Toys,PayPal,Not as described,0.0,Returned,279.0,0.0,Instant,0,Low
45.45,Books,Debit Card,Changed mind,1.0,Returned,-293.0,0.0,Instant,0,Low
423.65,Electronics,Gift Card,Used then returned,6.0,Not Returned,,0.0,Instant,1,High
210.74,Electronics,Credit Card,,1.0,Not Returned,,0.0,Instant,0,Low
381.83,Home,PayPal,Changed mind,0.0,Returned,100.0,0.0,Instant,0,Low
183.81,Electronics,Gift Card,Changed mind,1.0,Returned,-117.0,0.0,Instant,0,Low
65.15,Home,Debit Card,,5.0,Not Returned,,0.0,Post,0,Medium
285.96,Home,Debit Card,,3.0,Not Returned,,0.0,Post,0,Medium
164.15,Clothing,PayPal,,5.0,Not Returned,,0.0,Post,0,Medium
91.89,Clothing,Debit Card,Used then returned,6.0,Returned,55.0,0.0,Instant,1,High
299.54,Electronics,Credit Card,Item Damaged,6.0,Not Returned,,0.0,Instant,1,High
220.62,Toys,Gift Card,Item Damaged,3.0,Returned,133.0,0.0,Instant,1,High
49.86,Electronics,Debit Card,Used then returned,4.0,Not Returned,,0.0,Instant,1,High
139.76,Books,Gift Card,Used then returned,5.0,Not Returned,,0.0,Instant,1,High
383.73,Books,PayPal,,3.0,Not Returned,,0.0,Post,0,Medium
220.41,Books,PayPal,Used then returned,6.0,Returned,-123.0,0.0,Instant,1,High
205.98,Home,Credit Card,Defective,0.0,Returned,19.0,0.0,Instant,0,Low
88.22,Clothing,Credit Card,Item Damaged,5.0,Returned,-100.0,0.0,Instant,1,High
482.42,Toys,PayPal,Changed mind,0.0,Returned,-391.0,0.0,Instant,0,Low
131.6,Toys,Gift Card,Used then returned,6.0,Returned,-377.0,0.0,Instant,1,High
26.4,Home,PayPal,,5.0,Not Returned,,0.0,Post,0,Medium
157.71,Electronics,Debit Card,,3.0,Not Returned,,0.0,Post,0,Medium
77.4,Home,Credit Card,Not Delivered,6.0,Returned,-21.0,0.0,Instant,1,High
498.95,Toys,Credit Card,,3.0,Not Returned,,0.0,Post,0,Medium
42.99,Electronics,Credit Card,Defective,1.0,Returned,169.0,0.0,Instant,0,Low
295.56,Home,Credit Card,Wrong item,1.0,Returned,-174.0,0.0,Instant,0,Low
136.4,Clothing,Gift Card,Not Delivered,3.0,Not Returned,,0.0,Instant,1,High
208.48,Books,PayPal,Used then returned,4.0,Not Returned,,0.0,Instant,1,High
20.69,Home,Debit Card,,0.0,Not Returned,,0.0,Instant,0,Low
491.2,Electronics,Debit Card,Used then returned,3.0,Returned,-304.0,0.0,Instant,1,High
436.61,Home,Gift Card,Wrong item,0.0,Returned,428.0,0.0,Instant,0,Low
251.59,Home,Debit Card,,0.0,Not Returned,,0.0,Instant,0,Low
457.21,Clothing,Debit Card,Used then returned,5.0,Not Returned,,0.0,Instant,1,High
62.32,Toys,Gift Card,,0.0,Not Returned,,0.0,Instant,0,Low
38.3,Clothing,Credit Card,Not Delivered,3.0,Returned,-390.0,0.0,Instant,1,High
108.74,Clothing,PayPal,Used then returned,6.0,Not Returned,,0.0,Instant,1,High
224.28,Electronics,Gift Card,,1.0,Not Returned,,0.0,Instant,0,Low
386.29,Books,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
90.32,Home,Debit Card,,0.0,Not Returned,,0.0,Instant,0,Low
460.16,Books,Debit Card,,0.0,Not Returned,,0.0,Instant,0,Low
130.97,Electronics,Debit Card,Item Damaged,3.0,Not Returned,,0.0,Instant,1,High
96.53,Clothing,Gift Card,Item Damaged,4.0,Not Returned,,0.0,Instant,1,High
150.68,Electronics,Gift Card,,4.0,Not Returned,,0.0,Post,0,Medium
439.04,Clothing,Credit Card,Used then returned,3.0,Returned,76.0,0.0,Instant,1,High
462.95,Clothing,Debit Card,Not Delivered,4.0,Returned,247.0,0.0,Instant,1,High
137.48,Books,Gift Card,Used then returned,5.0,Returned,-177.0,0.0,Instant,1,High
278.7,Home,Debit Card,Item Damaged,4.0,Returned,-583.0,0.0,Instant,1,High
207.91,Home,PayPal,,1.0,Not Returned,,0.0,Instant,0,Low
135.75,Toys,Debit Card,Defective,1.0,Returned,-402.0,0.0,Instant,0,Low
377.55,Books,Credit Card,,0.0,Not Returned,,0.0,Instant,0,Low
59.68,Electronics,PayPal,Not as described,5.0,Returned,-70.0,0.0,Post,0,Medium
453.97,Toys,PayPal,Not Delivered,4.0,Not Returned,,0.0,Instant,1,High
85.25,Toys,Credit Card,Wrong item,1.0,Returned,464.0,0.0,Instant,0,Low
87.8,Electronics,Debit Card,Not as described,1.0,Returned,328.0,0.0,Instant,0,Low
10.04,Home,Gift Card,,5.0,Not Returned,,0.0,Post,0,Medium
389.06,Clothing,Gift Card,,1.0,Not Returned,,0.0,Instant,0,Low
427.92,Home,PayPal,Not Delivered,6.0,Not Returned,,0.0,Instant,1,High
376.71,Books,Credit Card,,1.0,Not Returned,,0.0,Instant,0,Low
18.4,Home,Debit Card,Not Delivered,5.0,Returned,-255.0,0.0,Instant,1,High
157.88,Home,PayPal,Item Damaged,6.0,Not Returned,,0.0,Instant,1,High
230.76,Books,Gift Card,Used then returned,6.0,Not Returned,,0.0,Instant,1,High
375.25,Books,PayPal,Not as described,0.0,Returned,128.0,0.0,Instant,0,Low
456.01,Home,PayPal,,3.0,Not Returned,,0.0,Post,0,Medium
207.92,Toys,Credit Card,,0.0,Not Returned,,0.0,Instant,0,Low
7.82,Clothing,Debit Card,Changed mind,1.0,Returned,58.0,0.0,Instant,0,Low
441.05,Toys,Credit Card,Item Damaged,3.0,Not Returned,,0.0,Instant,1,High
201.11,Toys,PayPal,Not as described,5.0,Returned,527.0,0.0,Post,0,Medium
230.89,Clothing,PayPal,Not Delivered,5.0,Returned,-280.0,0.0,Instant,1,High
395.2,Home,Debit Card,,4.0,Not Returned,,0.0,Post,0,Medium
369.67,Toys,Credit Card,Item Damaged,3.0,Returned,-51.0,0.0,Instant,1,High
121.7,Clothing,Gift Card,,0.0,Not Returned,,0.0,Instant,0,Low
75.83,Electronics,Credit Card,Item Damaged,6.0,Returned,-319.0,0.0,Instant,1,High
124.05,Clothing,PayPal,Used then returned,6.0,Returned,-377.0,0.0,Instant,1,High
100.61,Clothing,Credit Card,Changed mind,1.0,Returned,-401.0,0.0,Instant,0,Low
323.26,Home,PayPal,Not Delivered,3.0,Returned,-161.0,0.0,Instant,1,High
361.15,Electronics,Gift Card,,0.0,Not Returned,,0.0,Instant,0,Low
96.22,Toys,Credit Card,Not Delivered,3.0,Not Returned,,0.0,Instant,1,High
248.95,Electronics,Debit Card,Changed mind,0.0,Returned,342.0,0.0,Instant,0,Low
499.17,Electronics,Credit Card,Defective,1.0,Returned,186.0,0.0,Instant,0,Low
41.42,Toys,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
271.43,Toys,Credit Card,Item Damaged,3.0,Returned,72.0,0.0,Instant,1,High
250.04,Home,PayPal,,1.0,Not Returned,,0.0,Instant,0,Low
363.64,Books,Debit Card,Not Delivered,6.0,Not Returned,,0.0,Instant,1,High
91.4,Electronics,PayPal,,1.0,Not Returned,,0.0,Instant,0,Low
265.6,Toys,PayPal,Item Damaged,5.0,Returned,-154.0,0.0,Instant,1,High
360.39,Books,Gift Card,Defective,0.0,Returned,-80.0,0.0,Instant,0,Low
109.09,Clothing,Gift Card,,3.0,Not Returned,,0.0,Post,0,Medium
410.95,Electronics,Credit Card,,3.0,Not Returned,,0.0,Post,0,Medium
268.03,Home,Credit Card,,1.0,Not Returned,,0.0,Instant,0,Low
384.9,Home,Debit Card,Defective,5.0,Returned,523.0,0.0,Post,0,Medium
313.03,Clothing,Gift Card,Wrong item,5.0,Returned,-131.0,0.0,Post,0,Medium
159.63,Clothing,PayPal,,1.0,Not Returned,,0.0,Instant,0,Low
247.74,Toys,Gift Card,Not as described,0.0,Returned,29.0,0.0,Instant,0,Low
360.85,Books,PayPal,Defective,5.0,Returned,196.0,0.0,Post,0,Medium
313.39,Toys,Credit Card,Wrong item,1.0,Returned,-117.0,0.0,Instant,0,Low
37.42,Books,Gift Card,,1.0,Not Returned,,0.0,Instant,0,Low
97.17,Toys,Credit Card,Not Delivered,4.0,Not Returned,,0.0,Instant,1,High
331.24,Toys,Gift Card,,0.0,Not Returned,,0.0,Instant,0,Low
192.36,Electronics,Gift Card,Not as described,3.0,Returned,-335.0,0.0,Post,0,Medium
351.89,Toys,Gift Card,Item Damaged,3.0,Returned,659.0,0.0,Instant,1,High
191.75,Home,Credit Card,Wrong item,0.0,Returned,-524.0,0.0,Instant,0,Low
468.34,Home,Debit Card,Wrong item,1.0,Returned,-17.0,0.0,Instant,0,Low
485.89,Electronics,Debit Card,Not Delivered,6.0,Not Returned,,0.0,Instant,1,High
363.61,Clothing,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
272.64,Home,Gift Card,,3.0,Not Returned,,0.0,Post,0,Medium
409.99,Books,Credit Card,Item Damaged,4.0,Returned,246.0,0.0,Instant,1,High
226.99,Electronics,Gift Card,,0.0,Not Returned,,0.0,Instant,0,Low
478.96,Books,Credit Card,Item Damaged,5.0,Returned,269.0,0.0,Instant,1,High
128.14,Books,Credit Card,Not Delivered,3.0,Returned,216.0,0.0,Instant,1,High
437.44,Toys,Gift Card,Item Damaged,4.0,Returned,-604.0,0.0,Instant,1,High
90.48,Books,Debit Card,,0.0,Not Returned,,0.0,Instant,0,Low
292.19,Home,Credit Card,Changed mind,0.0,Returned,297.0,0.0,Instant,0,Low
259.26,Toys,Debit Card,Changed mind,0.0,Returned,65.0,0.0,Instant,0,Low
248.72,Books,Debit Card,,0.0,Not Returned,,0.0,Instant,0,Low
431.36,Electronics,Gift Card,,0.0,Not Returned,,0.0,Instant,0,Low
259.56,Clothing,Gift Card,Used then returned,6.0,Returned,-441.0,0.0,Instant,1,High
305.85,Home,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
48.09,Home,Gift Card,,0.0,Not Returned,,0.0,Instant,0,Low
354.58,Home,Debit Card,,1.0,Not Returned,,0.0,Instant,0,Low
167.57,Home,PayPal,Changed mind,0.0,Returned,232.0,0.0,Instant,0,Low
404.77,Clothing,Gift Card,,4.0,Not Returned,,0.0,Post,0,Medium
393.71,Home,Credit Card,,3.0,Not Returned,,0.0,Post,0,Medium
168.54,Books,PayPal,Wrong item,1.0,Returned,3.0,0.0,Instant,0,Low
208.91,Books,Credit Card,Changed mind,3.0,Returned,23.0,0.0,Post,0,Medium
141.21,Toys,Debit Card,Changed mind,0.0,Returned,-470.0,0.0,Instant,0,Low
215.19,Electronics,Debit Card,,0.0,Not Returned,,0.0,Instant,0,Low
297.87,Electronics,Gift Card,,5.0,Not Returned,,0.0,Post,0,Medium
260.0,Clothing,Debit Card,Defective,4.0,Returned,-47.0,0.0,Post,0,Medium
237.89,Books,PayPal,Wrong item,0.0,Returned,338.0,0.0,Instant,0,Low
101.57,Home,PayPal,Changed mind,0.0,Returned,-250.0,0.0,Instant,0,Low
239.03,Home,Debit Card,,1.0,Not Returned,,0.0,Instant,0,Low
79.83,Electronics,Credit Card,,0.0,Not Returned,,0.0,Instant,0,Low
450.22,Electronics,PayPal,Changed mind,1.0,Returned,179.0,0.0,Instant,0,Low
25.13,Electronics,PayPal,Item Damaged,4.0,Not Returned,,0.0,Instant,1,High
229.72,Books,Debit Card,Changed mind,0.0,Returned,517.0,0.0,Instant,0,Low
199.72,Toys,Debit Card,Defective,1.0,Returned,284.0,0.0,Instant,0,Low
82.95,Home,Gift Card,,3.0,Not Returned,,0.0,Post,0,Medium
290.55,Clothing,Gift Card,Wrong item,4.0,Returned,403.0,0.0,Post,0,Medium
24.33,Toys,PayPal,Wrong item,0.0,Returned,345.0,0.0,Instant,0,Low
422.73,Home,Credit Card,,4.0,Not Returned,,0.0,Post,0,Medium
498.2,Toys,Debit Card,Used then returned,3.0,Not Returned,,0.0,Instant,1,High
141.33,Electronics,Gift Card,Item Damaged,3.0,Not Returned,,0.0,Instant,1,High
178.6,Clothing,Debit Card,Item Damaged,4.0,Returned,-45.0,0.0,Instant,1,High
81.1,Home,Gift Card,,1.0,Not Returned,,0.0,Instant,0,Low
39.83,Books,Debit Card,Used then returned,4.0,Returned,-183.0,0.0,Instant,1,High
244.44,Home,Debit Card,Not Delivered,6.0,Returned,-195.0,0.0,Instant,1,High
35.98,Books,Debit Card,,0.0,Not Returned,,0.0,Instant,0,Low
368.58,Toys,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
425.29,Books,Gift Card,,5.0,Not Returned,,0.0,Post,0,Medium
461.23,Toys,PayPal,Not as described,1.0,Returned,-48.0,0.0,Instant,0,Low
248.68,Toys,Credit Card,Defective,1.0,Returned,71.0,0.0,Instant,0,Low
442.56,Toys,Credit Card,Used then returned,3.0,Returned,207.0,0.0,Instant,1,High
137.16,Clothing,Credit Card,,1.0,Not Returned,,0.0,Instant,0,Low
387.51,Electronics,Gift Card,,5.0,Not Returned,,0.0,Post,0,Medium
398.98,Electronics,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
239.87,Clothing,Debit Card,Not as described,1.0,Returned,-152.0,0.0,Instant,0,Low
343.35,Electronics,Gift Card,Changed mind,4.0,Returned,-205.0,0.0,Post,0,Medium
433.29,Home,Credit Card,Wrong item,0.0,Returned,291.0,0.0,Instant,0,Low
478.71,Home,Credit Card,,0.0,Not Returned,,0.0,Instant,0,Low
253.3,Clothing,Gift Card,,4.0,Not Returned,,0.0,Post,0,Medium
283.09,Home,Gift Card,,1.0,Not Returned,,0.0,Instant,0,Low
363.02,Toys,Credit Card,,3.0,Not Returned,,0.0,Post,0,Medium
320.35,Toys,PayPal,Not Delivered,6.0,Returned,141.0,0.0,Instant,1,High
483.66,Clothing,Gift Card,,1.0,Not Returned,,0.0,Instant,0,Low
327.14,Books,Debit Card,Wrong item,1.0,Returned,112.0,0.0,Instant,0,Low
253.63,Home,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
160.84,Books,Debit Card,Item Damaged,5.0,Not Returned,,0.0,Instant,1,High
14.71,Clothing,PayPal,,1.0,Not Returned,,0.0,Instant,0,Low
175.51,Clothing,PayPal,,1.0,Not Returned,,0.0,Instant,0,Low
253.2,Toys,Gift Card,Used then returned,5.0,Not Returned,,0.0,Instant,1,High
28.92,Toys,PayPal,Changed mind,1.0,Returned,-536.0,0.0,Instant,0,Low
90.8,Electronics,Credit Card,Not Delivered,6.0,Not Returned,,0.0,Instant,1,High
72.68,Toys,Gift Card,Used then returned,4.0,Not Returned,,0.0,Instant,1,High
312.13,Electronics,Gift Card,Not Delivered,3.0,Returned,-110.0,0.0,Instant,1,High
346.82,Electronics,Credit Card,Used then returned,6.0,Returned,392.0,0.0,Instant,1,High
380.15,Home,Gift Card,,1.0,Not Returned,,0.0,Instant,0,Low
231.9,Electronics,Credit Card,Wrong item,0.0,Returned,28.0,0.0,Instant,0,Low
352.75,Toys,Credit Card,Item Damaged,6.0,Returned,9.0,0.0,Instant,1,High
370.66,Clothing,Gift Card,,3.0,Not Returned,,0.0,Post,0,Medium
261.94,Electronics,Gift Card,Item Damaged,3.0,Returned,141.0,0.0,Instant,1,High
40.11,Home,PayPal,Item Damaged,5.0,Not Returned,,0.0,Instant,1,High
181.14,Clothing,PayPal,Changed mind,0.0,Returned,-217.0,0.0,Instant,0,Low
441.35,Clothing,Debit Card,Used then returned,5.0,Not Returned,,0.0,Instant,1,High
417.76,Electronics,PayPal,,1.0,Not Returned,,0.0,Instant,0,Low
387.7,Books,Gift Card,,0.0,Not Returned,,0.0,Instant,0,Low
335.29,Books,Gift Card,Wrong item,3.0,Returned,-486.0,0.0,Post,0,Medium
275.31,Books,Gift Card,,5.0,Not Returned,,0.0,Post,0,Medium
81.13,Toys,Debit Card,Not Delivered,3.0,Not Returned,,0.0,Instant,1,High
119.85,Books,Gift Card,,1.0,Not Returned,,0.0,Instant,0,Low
118.56,Toys,Debit Card,Defective,1.0,Returned,31.0,0.0,Instant,0,Low
199.61,Electronics,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
383.69,Toys,Credit Card,Not Delivered,5.0,Not Returned,,0.0,Instant,1,High
181.98,Home,Debit Card,Defective,4.0,Returned,459.0,0.0,Post,0,Medium
166.31,Home,Gift Card,,5.0,Not Returned,,0.0,Post,0,Medium
42.96,Electronics,Credit Card,Changed mind,0.0,Returned,-192.0,0.0,Instant,0,Low
156.89,Toys,Credit Card,,1.0,Not Returned,,0.0,Instant,0,Low
377.2,Toys,Gift Card,Not as described,1.0,Returned,407.0,0.0,Instant,0,Low
82.81,Home,Debit Card,,0.0,Not Returned,,0.0,Instant,0,Low
331.33,Home,PayPal,Changed mind,0.0,Returned,401.0,0.0,Instant,0,Low
140.81,Books,Credit Card,,5.0,Not Returned,,0.0,Post,0,Medium
479.54,Books,PayPal,Not as described,3.0,Returned,41.0,0.0,Post,0,Medium
487.86,Clothing,Gift Card,,1.0,Not Returned,,0.0,Instant,0,Low
458.16,Toys,Debit Card,,0.0,Not Returned,,0.0,Instant,0,Low
435.7,Books,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
92.75,Clothing,Credit Card,,1.0,Not Returned,,0.0,Instant,0,Low
190.5,Home,Gift Card,Wrong item,1.0,Returned,270.0,0.0,Instant,0,Low
356.7,Electronics,Credit Card,Not as described,0.0,Returned,16.0,0.0,Instant,0,Low
182.41,Clothing,Credit Card,,0.0,Not Returned,,0.0,Instant,0,Low
76.99,Books,Gift Card,Not Delivered,5.0,Not Returned,,0.0,Instant,1,High
253.26,Books,PayPal,Used then returned,6.0,Not Returned,,0.0,Instant,1,High
307.57,Books,Debit Card,,4.0,Not Returned,,0.0,Post,0,Medium
437.44,Toys,Credit Card,Not as described,1.0,Returned,658.0,0.0,Instant,0,Low
34.05,Home,Gift Card,,0.0,Not Returned,,0.0,Instant,0,Low
274.01,Toys,PayPal,Used then returned,5.0,Not Returned,,0.0,Instant,1,High
382.66,Toys,Debit Card,,0.0,Not Returned,,0.0,Instant,0,Low
387.81,Electronics,Gift Card,,0.0,Not Returned,,0.0,Instant,0,Low
434.95,Toys,Gift Card,Item Damaged,5.0,Not Returned,,0.0,Instant,1,High
337.07,Clothing,Debit Card,Changed mind,0.0,Returned,47.0,0.0,Instant,0,Low
66.73,Electronics,Gift Card,Not as described,1.0,Returned,-500.0,0.0,Instant,0,Low
477.7,Electronics,Credit Card,Not Delivered,3.0,Not Returned,,0.0,Instant,1,High
218.97,Books,Debit Card,,1.0,Not Returned,,0.0,Instant,0,Low
119.16,Home,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
232.37,Electronics,Debit Card,Item Damaged,5.0,Returned,35.0,0.0,Instant,1,High
342.96,Electronics,Debit Card,,0.0,Not Returned,,0.0,Instant,0,Low
191.11,Toys,Gift Card,Changed mind,0.0,Returned,43.0,0.0,Instant,0,Low
449.77,Home,PayPal,Wrong item,5.0,Returned,90.0,0.0,Post,0,Medium
119.46,Toys,Gift Card,Used then returned,6.0,Returned,204.0,0.0,Instant,1,High
145.64,Toys,Gift Card,Defective,0.0,Returned,13.0,0.0,Instant,0,Low
341.49,Electronics,Debit Card,,1.0,Not Returned,,0.0,Instant,0,Low
402.38,Toys,Credit Card,Defective,3.0,Returned,52.0,0.0,Post,0,Medium
207.83,Clothing,Gift Card,Item Damaged,6.0,Returned,628.0,0.0,Instant,1,High
86.72,Home,Gift Card,,0.0,Not Returned,,0.0,Instant,0,Low
480.15,Toys,Debit Card,Used then returned,3.0,Returned,-599.0,0.0,Instant,1,High
51.74,Books,Gift Card,,4.0,Not Returned,,0.0,Post,0,Medium
107.45,Home,PayPal,Not as described,1.0,Returned,-464.0,0.0,Instant,0,Low
152.28,Clothing,PayPal,Used then returned,3.0,Not Returned,,0.0,Instant,1,High
38.85,Home,Debit Card,Defective,1.0,Returned,-443.0,0.0,Instant,0,Low
58.96,Books,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
151.76,Clothing,Debit Card,,1.0,Not Returned,,0.0,Instant,0,Low
173.01,Books,PayPal,Not Delivered,6.0,Not Returned,,0.0,Instant,1,High
430.76,Electronics,Credit Card,Not as described,1.0,Returned,-446.0,0.0,Instant,0,Low
240.16,Electronics,PayPal,,1.0,Not Returned,,0.0,Instant,0,Low
365.15,Clothing,Debit Card,Used then returned,4.0,Not Returned,,0.0,Instant,1,High
244.12,Clothing,PayPal,Not Delivered,5.0,Returned,151.0,0.0,Instant,1,High
215.9,Electronics,Gift Card,,4.0,Not Returned,,0.0,Post,0,Medium
206.66,Clothing,Credit Card,Not as described,0.0,Returned,504.0,0.0,Instant,0,Low
105.18,Books,Gift Card,Wrong item,0.0,Returned,-42.0,0.0,Instant,0,Low
480.89,Books,Credit Card,,1.0,Not Returned,,0.0,Instant,0,Low
229.29,Clothing,Credit Card,Used then returned,5.0,Not Returned,,0.0,Instant,1,High
424.84,Clothing,Gift Card,Used then returned,6.0,Returned,162.0,0.0,Instant,1,High
103.2,Home,Debit Card,Changed mind,0.0,Returned,-45.0,0.0,Instant,0,Low
374.06,Books,Gift Card,Item Damaged,4.0,Not Returned,,0.0,Instant,1,High
282.12,Electronics,Credit Card,Used then returned,3.0,Returned,-673.0,0.0,Instant,1,High
53.27,Home,PayPal,Defective,1.0,Returned,-490.0,0.0,Instant,0,Low
33.99,Home,Gift Card,Wrong item,1.0,Returned,-170.0,0.0,Instant,0,Low
311.3,Home,Gift Card,Item Damaged,3.0,Returned,-529.0,0.0,Instant,1,High
417.36,Toys,PayPal,Not Delivered,5.0,Not Returned,,0.0,Instant,1,High
423.4,Home,Gift Card,Item Damaged,4.0,Returned,95.0,0.0,Instant,1,High
251.09,Electronics,Debit Card,Not as described,1.0,Returned,227.0,0.0,Instant,0,Low
19.25,Clothing,Credit Card,Wrong item,3.0,Returned,174.0,0.0,Post,0,Medium
365.33,Clothing,Debit Card,Wrong item,1.0,Returned,180.0,0.0,Instant,0,Low
112.73,Home,Gift Card,Wrong item,3.0,Returned,-16.0,0.0,Post,0,Medium
193.65,Clothing,Credit Card,Used then returned,3.0,Not Returned,,0.0,Instant,1,High
456.87,Home,PayPal,Wrong item,0.0,Returned,359.0,0.0,Instant,0,Low
335.86,Toys,Gift Card,Not Delivered,6.0,Not Returned,,0.0,Instant,1,High
95.79,Home,Debit Card,Item Damaged,4.0,Returned,532.0,0.0,Instant,1,High
21.86,Clothing,Debit Card,Item Damaged,6.0,Returned,-336.0,0.0,Instant,1,High
170.04,Clothing,Debit Card,Not Delivered,3.0,Not Returned,,0.0,Instant,1,High
299.28,Clothing,Debit Card,,0.0,Not Returned,,0.0,Instant,0,Low
495.05,Toys,Debit Card,,0.0,Not Returned,,0.0,Instant,0,Low
124.32,Books,PayPal,Used then returned,3.0,Not Returned,,0.0,Instant,1,High
416.74,Clothing,PayPal,Wrong item,1.0,Returned,437.0,0.0,Instant,0,Low
94.82,Clothing,Credit Card,,0.0,Not Returned,,0.0,Instant,0,Low
311.91,Clothing,Credit Card,Not Delivered,4.0,Returned,-648.0,0.0,Instant,1,High
455.48,Electronics,PayPal,,3.0,Not Returned,,0.0,Post,0,Medium
463.77,Home,PayPal,Not Delivered,3.0,Returned,-338.0,0.0,Instant,1,High
456.35,Electronics,PayPal,Not as described,5.0,Returned,414.0,0.0,Post,0,Medium
399.74,Toys,Debit Card,Not Delivered,6.0,Returned,-78.0,0.0,Instant,1,High
277.33,Books,PayPal,,4.0,Not Returned,,0.0,Post,0,Medium
460.9,Toys,Gift Card,Not Delivered,6.0,Returned,-516.0,0.0,Instant,1,High
240.61,Toys,PayPal,Item Damaged,3.0,Not Returned,,0.0,Instant,1,High
339.58,Clothing,Credit Card,Changed mind,0.0,Returned,448.0,0.0,Instant,0,Low
14.89,Clothing,Gift Card,Defective,3.0,Returned,-278.0,0.0,Post,0,Medium
139.49,Books,Debit Card,,0.0,Not Returned,,0.0,Instant,0,Low
132.12,Home,Debit Card,Defective,0.0,Returned,231.0,0.0,Instant,0,Low
180.31,Electronics,Gift Card,Not as described,3.0,Returned,215.0,0.0,Post,0,Medium
37.6,Home,PayPal,,1.0,Not Returned,,0.0,Instant,0,Low
59.11,Toys,Credit Card,,0.0,Not Returned,,0.0,Instant,0,Low
40.53,Clothing,Debit Card,Not Delivered,3.0,Returned,-88.0,0.0,Instant,1,High
269.9,Clothing,Credit Card,Not Delivered,3.0,Not Returned,,0.0,Instant,1,High
401.64,Clothing,Credit Card,Defective,1.0,Returned,122.0,0.0,Instant,0,Low
59.1,Clothing,Debit Card,Changed mind,0.0,Returned,331.0,0.0,Instant,0,Low
191.39,Home,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
278.18,Clothing,Gift Card,Changed mind,5.0,Returned,-59.0,0.0,Post,0,Medium
315.9,Home,Credit Card,Used then returned,6.0,Not Returned,,0.0,Instant,1,High
155.95,Toys,PayPal,,1.0,Not Returned,,0.0,Instant,0,Low
102.42,Electronics,Credit Card,Item Damaged,6.0,Not Returned,,0.0,Instant,1,High
113.35,Books,PayPal,Not as described,1.0,Returned,-285.0,0.0,Instant,0,Low
371.29,Home,Credit Card,Not Delivered,6.0,Not Returned,,0.0,Instant,1,High
329.84,Electronics,Credit Card,Not Delivered,4.0,Returned,-351.0,0.0,Instant,1,High
68.4,Toys,PayPal,Used then returned,3.0,Not Returned,,0.0,Instant,1,High
113.99,Books,Gift Card,,0.0,Not Returned,,0.0,Instant,0,Low
140.48,Clothing,Credit Card,Not Delivered,3.0,Not Returned,,0.0,Instant,1,High
103.59,Toys,PayPal,Item Damaged,6.0,Not Returned,,0.0,Instant,1,High
354.18,Electronics,PayPal,,1.0,Not Returned,,0.0,Instant,0,Low
388.69,Clothing,Gift Card,Used then returned,6.0,Not Returned,,0.0,Instant,1,High
342.75,Toys,Gift Card,,0.0,Not Returned,,0.0,Instant,0,Low
189.61,Electronics,Gift Card,,1.0,Not Returned,,0.0,Instant,0,Low
415.59,Electronics,Debit Card,Used then returned,4.0,Returned,635.0,0.0,Instant,1,High
231.59,Home,Gift Card,Defective,4.0,Returned,-28.0,0.0,Post,0,Medium
348.56,Books,Debit Card,,4.0,Not Returned,,0.0,Post,0,Medium
76.47,Toys,Debit Card,,1.0,Not Returned,,0.0,Instant,0,Low
